Country	Rating	Date	Version	Username	Title	Content
US	5	2021-12-06	6.4.2	Ty Vbs by nkn	Review	Amazing and kid friendly
US	1	2021-12-03	6.4.2	theodorthina	Good game gone to Trash	"I used to play this game a few years back and loved it!! It was fair and you could get around well without having to spend so much money or none at all. 
Now it's terrible I hate it! 
I get ads every what seems to be five minuites. You barely get coins and you have to resort to basically buying gems to even play the game and have fun how it used to be. It seems the game is just one big store now there's ads on the game telling you to buy buy buy and it's insanely over priced! 
Breeding dragons is a pain, back then I could get a good dragon on a couple breeds with a few days of playing now it seems the only way to get one is to upgrade your dragons which cost a lot of coins and basically means you can either wait and save up which takes a while or spend money which is what they want you to do. 
I understand games are to make profit but the game is not even enjoyable unless your a die hard fan who Can waste lots of money. 
They also have contests where you can spend as much gems as possible for the chance to win a dragon how is that even fair? It's basically them saying whoever has more money gets colored pixels it's not even centered around skill. 
Overall a disappointment of a game it's garbage and shows how greedy companies are GARBAGE"
US	1	2021-12-02	6.4.2	gjuhnbgftgrecfsfbj	In app purchases	Watch out for the $99.99 in ap purchase
US	5	2021-12-01	6.4.2	Joshua Vazquez	Please fixxxx!!!!	Can you guys please fix the ratio screen size for iPhone 13 I can’t access my inventory and my other gui menus!!!
US	5	2021-11-30	6.4.2	BORING GAME EVERYBODY	DRAGONSSSS!!!!!!!!!!!!!!!!!!!!!!!!!!!!!	I LOVE DRAGONS I WANT TO MAKE A GAME CALLED DRAGON QUEST IT IS WHERE A DRAGON IS SENT ON A QUEST TO FREE THE ANCIENT DRAGON SPIRIT WHO WATCHES OVER THEM ALL BUT THE DRAGON WHO IS SENT ON A QUEST HAS NO IDEA THAT HE OR SHE IS THE CHOSEN ONE SO THE DRAGON SPIRIT WAS CAPTURED BY SHADOWS AND THEY CHANED HER SO SHE WOULD NOT DEFEAT THEM SO THE OTHER DRAGON IS SENT ON AN EPIC QUEST TO FIND THE KEE TO OPEN THE CHANES SO THAT THE DRAGON CAN BLAST AWAY THE SHADOWS AND RESTORE THE SPIRIT REALM BACK TO IT FORMOR HEALTH AND THE SPIRIT DRAGON CAN BE SET FREE AND THE WHOLE WORLD WILL LIVE IN PEACE THE END do you like the game I want to make it’s pretty cool right? OH I completely forgot about the game I was going to down loud I think that it is going to be pretty COOL I love dragonssssssss byeeeeee 🤩😅🐉
US	5	2021-11-29	6.4.2	✨ Virgo ✨	Amazing	I’m impressed that’s just one thing I needed to say.
US	5	2021-11-29	6.4.2	ElisabethVibes	Obsessed with this game!	I need to start by sharing that I never leave reviews for game apps. But I need to leave one for this game! The design / aesthetic is beautiful, I absolutely LOVE how many times you can win coins and food (in my opinion the more often that people can win in a game the more addicting and the longer you want to play bc it’s like an endorphin rush!) the dragons are also so beautiful and I love how easy it is to re arrange your island with the habitats and all that. 10/10 ⭐️!!!! Thank you!
US	4	2021-11-28	6.4.2	Bhored8	Please remove the constant ads	The game is literally based off of ads man. I don’t want to open the game and see an ad. I would enjoy opening and playing. I close the game more if I see a ad it is really fustrating.
US	5	2021-11-27	6.4.2	gamer 3.14259	LOVE LOTS	This game is SO GOOD! I love everything, I’m not going to write a big long review, but if I could change anything, it would be un-merging.
US	1	2021-11-26	6.4.2	IceKx	No Restore Purchases	If you play this game don’t buy anything.My son was level 110 game doesn’t open anymore .Game center issues they can’t fix.I lost my son’s progress ,things he bought in the game all are gone .Waste of time and money .Disappointed!
US	4	2021-11-26	6.4.2	GamingMaster12345	It’s a great game but	It’s really a great but the on the that I don’t like is that there’s it would be way better game and I’d probably play it a lot more so could you please take ads out of the game if you do thank you and I might buy some thing with real money.
US	2	2021-11-25	6.4.2	Hdjqosbbsiqjdbqjwkns	Help me plzzzzz	OK so I love this game so much but I don’t know how to transfer accounts the information you have provided does not help at all please help me for a direct account transfer and I can’t find your contact information anywhere Palese get back to me!!!!!??
US	5	2021-11-22	6.4.2	No teath	This game is awesome you should play this game too!	You can get awesome Dragons And make awesome dragons!
US	5	2021-11-21	6.4.2	Conner Jake Raven	Night Raven Says…	This is a really great game. I love how the dragons are designed and how powerful they can get. I like how the dragons can have so many different elements and that you can level up the dragons and their elements. It takes work, but it all becomes worth it to have fun with game technology.
US	4	2021-11-20	6.4.2	Audrina L p	Dragon mL	It’s over all a really good game I don’t like how you have to wait because I’m impatient but I really love how there’s battles and unique dragons.
US	5	2021-11-19	6.4.2	timber wolf jr.	Good game-	But it updates too much. I can’t update anymore for some reason, so I can’t even play it. Please make the updates have a longer time span between updates!!!!!!!!!!!!!!!!
US	2	2021-11-18	6.4.2	duffy the fluffy	Money Hungry	The game is fun but you can only get far into the game if you spend money. ALL they want from you is money. Some ads out in game are super long and pop up randomly. Sometimes the ad doesn’t load. It’s not my internet, it’s the ad itself. I really wish I like this game more. But I see why people don’t play it. On another note, enemy sigils are way too good. The evasion always triggers on ememies
US	1	2021-11-16	6.4.2	Shark@Baby	Always Advertisement !	"This game always has AD frequently pop out when you are playing. Any questions to look for customer service but no answer at all. They just want the money but no service, and don’t care how we feels. 

Be careful, before you download it!"
US	5	2021-11-15	6.4.2	DanielleeeeB17	love this game!	i have had this game for a while now and i still love it. this game is awesome. the only thing that is kinda annoying would be the long waits.
US	3	2021-11-14	6.4.2	SRPING TRAP AND FUNTIME FOXY	Big problem	It says error when I try to purchase
US	3	2021-11-13	6.4.2	Samantha0429	Wipe Data Suggestion	I wish there was someway to wipe data instead of using Facebook or Apple since not every has that. I’ve been wanting to wipe my data to start fresh.
US	5	2021-11-08	6.4.2	1tzPandaBoi	Ahh, childhood.	This my friends, is a good game for nolstalgia. I haven’t played this in 6 years and I regret waiting
US	5	2021-11-07	6.4.2	gvc. nng vvn	This is for my birthday too	"Hey game creator of dragon mania legends,Could you please give me 500 spooky habitats and the Umbra dragon please on the 29
of October.Could you also give me the new Halloween dragons.Could you also give me 500t scared apples.Could you also give me 100 of each relic.Could you also give me 500 zodiac habitats and 500 time habitats on the 12 of November.Please."
US	5	2021-11-07	6.4.2	chsppigdpodudgdhltd	Pls bring back fool and empore dragon	Hi dml can you pls bring back those dragons empore and fool dragon because I didn’t get them last time so pls bring them back
US	5	2021-11-07	6.4.2	jjj inch gg	I love this game	I love this game
US	3	2021-11-07	6.4.2	2go express sucka	Battery Hog app too much ads	App consumes a lot of battery. 1 hour and 30 mins playing im out of battery. too much ads popping. eventhough you play ads for rewards you didnt get the promised rewards.
US	4	2021-11-04	6.4.2	Bobby_T.08	Good game	Dragon Mania Legends is a great game, I have played this game for over 5 years. The game never makes you bored and it is very friendly and fun. One thing gets me a little frustrated is that, when I first had this game I had so many cool things, then I had to change my phone and nothing was there. I was upset but I realized that I didn’t back my phone up. The same thing happened just 1 and a half years later, I had even cooler things and had so much data but it did not save, and that time I had my phone backed up. I tried again and had so many cool dragons and was at a high level, I thought that this error was going to be changed until, when I switched to the phone I have currently once again, nothing was saved. This is a very nice game but I am afraid that the same thing will happen when I switch my phone again. Anyways I hope this error gets fixed because overall, this is a fantastic game!
US	5	2021-11-04	6.4.2	927loveheart	Great	It a great game to play with
US	5	2021-11-03	6.4.2	ftfosy	Suggestion	Best game ever
US	1	2021-11-03	6.4.0	your-app-lover	Over 2 weeks and still can’t play the game	"It’s been over 2 weeks since I started to have problems with the game ( the app keeps closing  over and over for no reason. ) 
Sometimes right after it finished loading or sometimes after the first few clicks or when I click the X to close any open task in the game. I contacted customer service but they told me that they are aware of the problem and are working on it but that was like a week ago and still haven’t fix it. I DO NOT WANT TO DELETE THE APP AND REINSTALL IT AGAIN BECAUSE I KNOW I WILL LOOSE ALL THE DATA AND PROGRESS I ALREADY HAVE IN THE GAME."
US	2	2021-10-31	6.4.0	jdvsjgsjsgsj	Please help	So I really like this game and I really want to play it but I get logged into my old account and I have deleted it and redownloaded it so many times please make a button where you can start over PLEASE so I can play this game and I can’t get past the screen where you claim the agent dragon again PLEASE MAKE A BUTTON WHERE YOU CAN START ALL OVER PLEASE!!!!!!!!!!!!!!!
US	4	2021-10-30	6.4.0	daniel lem	Great game	This is a great game, but for me when i go into the battle it shows me the thing where the tokens turn into food and the collect button doesn’t work i have tried many time but it is still a great game.
US	5	2021-10-29	6.4.0	UltraMario700	My list of things	I love this game except for a few things. 1. The updates are annoying. 2. We need new dragons. Last, 3. AR needs to be more exciting. So other than that, this game is good.
US	1	2021-10-26	6.4.0	Jojoiko	Horrible customer service	I love the game. But the customer service is horrible. I purchased a promotional gem pack and was credited the incorrect amount. I brought it to the attention of customer service in hopes that they could correct it and credit me the correct amount. However they would not make the correction and stated this is not their policy. Needless to say I won’t be spending a dime on this game any more.
US	5	2021-10-24	6.4.0	feoriamouse	Du game is amazing!!!	First of all, the game is sooooooooooooooooooo fun!But has some issues the upgrade for the egg hachary costs sooo much gems!!!
US	1	2021-10-24	6.4.0	Splashity splash	Adult ads in a kid game	These ads are highly inappropriate for anyone under 18. Initial first few days of play for my elementary kids and everything seemed fine. Then slowly the ads got more and more disturbing. Girls portrayed in very disturbing ways. Parents beware.
US	5	2021-10-24	6.4.0	ghffehgefrfewbwfegugjfew	Noooo!	Why did you quit? It was fun and awesome!
US	1	2021-10-23	6.4.0	hrh311	not letting me play	i downloaded this game a week ago and it keeps telling me that the servers are down and that they’ll be back up as soon as possible. well, i guess that’s not true now is it.? cause if that were the case i’d already be playing the damned game. this is pathetic really. thanks for having me download a game i can’t even play.
US	1	2021-10-23	6.4.0	sting22222	Customer service??	My boys absolutely love this game but the customer service is horrible. I got new phones and wanted a way to save their game but my iPhone version did not have a way to connect to Facebook. I tried for days to find a way. But to no avail. I then had to delete it and start over on my new phone. My boys were heart broken that they lost all of their dragons. So I am trying once again to find a way to connect my account to gameloft or Facebook so that I can have a way to never lose their dragons again. Will you guys please fix the iPhone issue or tell me how to fix this problem. I have tried contacting you via the wiki page, Facebook page and through the game. No one is caring to respond and it is very frustrating. I would gladly spend money on this game for my boys if I new I would never lose it. Thank you.
US	5	2021-10-22	6.4.0	you take me	Good	I love and it should be a 4+ game but it’s OK
US	1	2021-10-22	6.4.0	Anonymous +-	Nothing like the ad	I saw an ad on Insta and like I guess i shouldnt trust anything on Instagram these days but still.. it showed how u can scan food and get a dragon based off of that. I really wanted to play if it was that kind of game cuz thats unique. So I wasted time downloading it just to find out that you breed dragons. Great.. if you have such a great game idea in the ad, why not use that to create the game that’s shown in the ad?? Like, I just don’t understand
US	1	2021-10-21	6.4.0	your-app-lover	GAME CLOSES AFTER I DENIED LOGIN WITH FACEBOOK	"Since yesterday 10/18/2021 when I open the game I been getting a pop up asking me to login to the game with Facebook. Since I do not have a Facebook page and I’m not planning on open one, I click the Cancel/Exit and once I do that the game closes and every time I tried to re-open the game it loads up completely but closes by itself after a few seconds. Is this a way to force people to login with Facebook? Or just a glitch in the system? Would you please fix that issue, Thanks

Update 10/21/2021
Thank you for replying.
You suggest me to contact customer service clicking the in-game button. But how can I do that if the game don’t stay open more than 5-8 seconds. And it closes as soon as I make a couple of clicks.  So no way I can contact you they the games customer service menu."
US	5	2021-10-21	6.4.0	Ramallama99	Dragon mania is the best	Yay for dragon mania !!!!!!!!!!!!!!!!!!!!!
US	1	2021-10-19	6.4.0	nusuwings	0 STARS 4 THIS CRAP	PAY TO WIN(DO ANYTHING) SH*T! ALSO COPYING DRAGON CITY’S (A MUCH BETTER GAME)ARENA SYSTEM!THIS IS JUST OUTRAGEOUS EFING CRAP! DELETED IT. U DELETE IT. PLAY DRAGON CITY INSTEAD. THATS SO MUCH BETTER.
US	4	2021-10-19	6.4.0	arunck1	Well	Over all the game is great but I’m having a issue. Ever since the new update the game has been kicking me out.. I could be in the middle of a battle or I could be doing something else in the game and it will just kick me out. It’s annoying and Inconvenient.
US	1	2021-10-19		your-app-lover	GAME CLOSES AFTER I DENIED LOGIN WITH FACEBOOK	"Since yesterday 10/18/2021 when I open the game I been getting a pop up asking me to login to the game with Facebook.  Since I do not have a Facebook page and I’m not planning on open one, I click the Cancel/Exit and once I do that the game closes and every time I tried to re-open the game it loads up completely but closes by itself after a few seconds. 
  Is this a way to force people to login with Facebook?  
Or just a glitch in the system?
Would you please fix that issue, 

Thanks"
US	5	2021-10-17	6.4.0	feoriamouse	OMG	The dragons are sooooooo cute!!!!This game is sooo fun and one of my dragons is sooooooo strong!!!Please add some more dragons please!!!!
US	1	2021-10-17	6.4.0	Dwolf6990	Ad heavy game	No matter what I do I get bombarded with ads. Run out of food do you want to watch an ad to get more? No? Plays ad anyways. Clicks on portal ad plays. Taps on habitat. Ad plays exits out of habitat ad plays. I know it’s a free to play game and I expect ads. But come on this is ridiculous
US	1	2021-10-17	6.4.0	نور الهدئ	Noor	The game was good now it's very very bad Please maintain the game quickly When I send the dragons on a mission to explore the ruins it takes me out of the game and it has become very very slow since the last update Please maintain the game as soon as possible
US	5	2021-10-16	6.4.0	gvc. nng vvn	This is for my birthday too	"Hey game creator of dragon mania legends,Could you please give me 500 spooky habitats and the Umbra dragon please on the 29
of October.Could you also give me the new Halloween dragons.Could you also give me 500t scared apples.Could you also give me 100 of each relic."
US	3	2021-10-16	6.4.0	jsnaysnxkqicn	Buggy	I really like this game but it’s being so buggy and kicking me out
US	1	2021-10-16	6.4.0	Sleepy0	Ruined by monetization	Game could be fun, but after a certain point it spams you with ads. The screen is also full of things to buy with gems and gameplay is very linear if you don’t spend real money.
US	1	2021-10-16	6.4.0	Fa_Unedited	Frozen screen	Every time I load into the game, I’m forced to tap the “go to battle” button where it tells me they’ll give me 3,000 fruit for the new update, but when I try to press the claim button the screen becomes frozen. I literally can’t even play the game now.
US	3	2021-10-14	6.4.0	bluewolf8000	I am not so happy	I have return for some time, and it keeps making me go to battle, and when I do, it makes me stuck on the same screen, if possible, can you please fix that?
US	1	2021-10-14	6.4.0	traysea1	Used to be good	I love this game but after the new update it keeps randomly signing out and just goes to my Home Screen. Please fix this bug
US	3	2021-10-14	6.4.0	scrapbook queen14	Play with other players	We should be able to battle our friends. Would make the game more fun if we could do more than just visit our friends village but also fight their dragons.
US	5	2021-10-14	6.4.0	cutie pie amazing	Love 💕 💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕❣️	There are so many  cute little dragons you can even head to Dragon’s. They are cute when they’re little and sometimes funny when they are cute when they are little. Sometimes funny when they grow up. When I collect all of them I defeat anybody. Well that’s all for today folks goodbye. Wait for me please give a like to this message please.
US	1	2021-10-12	6.4.0	realjojo0115	The update	"I just got the update I want to buy the new island bought it but he didn’t give me The chest that comes with it and it charged me almost double what it was. Charge me 48.66
When it was 19.99"
US	1	2021-10-12	6.4.0	your-app-lover	Last Update it’s all messed up 10/12/2021	"This game it’s been great, with some issues but nothing big.
Last update 10/12/2021 is all messed up, after the upgrade is done and you open the game normally, some lands do not load up and a pop up saying the you need to download the rest of the game , after you click ok it just tells you that it’s not available at the moment any to try later. 
So I can not get to my breading and hatching land since it’s blocked .

Please fix it so I can keep playing and change my review from 1 star to 5 stars"
US	4	2021-10-12	6.4.0	Arctechfox	Great	A really like it, have had it for 5 years and always come back to it.
US	1	2021-10-12	6.3.2	Aalexiafgrace	no	too many ads.
US	5	2021-10-10	6.3.2	hyajsvsujsbshsjns shsn	Dragon asome .	The game asome first their 1000 dragons to collect and you cannot find a game like this just laying around a corner so why not get it it’s fun for all ages I played it when I was 4 and now I’m 9 so out of 1 to 10 I’d give it a 9 the one thing I don’t like is a lot of stuff you need to be a vip so why not buy dragon main ya and my name is tristen.
US	5	2021-10-10	6.3.2	gvc. nng vvn	This is for my birthday too	"Hey game creator of dragon mania legends,Could you please give me 500 spooky habitats and the Umbra dragon please on the 29
of October.Could you also give me the new Halloween dragons.Could you also give me 500t scared apples."
US	4	2021-10-09	6.3.2	yyyyyyÿyÿüïôöhgqwéœ	Bbbbbbhhhbbhbhbbhbh	"Hon nvjfinfinffnnvifnifbfif dibeirhfifnfifh hciehfonfjfnfncnnfufhfhfnhjfjcjcnjvvhivnfjfnfivnfkfnckc nfjjfjjfmfjcncjfmfnkcndofmdfnconfkfnfodnid eodlndownkck@lsksllsks,x,lsS
Dkodiedddkkdkksosokxkdkoso
‘Llxkkxkxkxkskz’sjsjjsjsjsjsjfygyuk’kjhjjjjjjjjf"
US	5	2021-10-07	6.3.2	Diego Dragoliano	El mejor Juego	Este juego es mi favorito 🤩
US	5	2021-10-06	6.3.2	cassidy montanez	The best game ever	This game is the best with all the things I can do
US	3	2021-10-05	6.3.2	Pikalovecatlove	It’s ok but to many adds	So get rid those adds!! Those adds really annoying
US	1	2021-10-03	6.3.2	Slfoshee	Excessive Advertisements	"I’m about to uninstall your game due to the pop up advertisements. I’ve never played a game like this and wouldn’t in the future. It seemed fun until the constant popups. Now it’s not even worth one star.

I haven’t even played a full 24 hours but these pop up ads are increasingly frustrating so don’t bother to install the game as it’s not a game only a platform for a bunch of ads.  Hope your ads give you money as it chases away players."
US	1	2021-10-03	6.3.2	09737572264	Won’t let me open the app	Lately I’ve been having issues with the app kicking me off of it but no I can’t even open it. I would delete it and download it back again to see if that fixes it but I don’t want to lose my progress
US	4	2021-10-03	6.3.2	reeee_woof	Fun	An overall really good game engaging, however somethings in the game seem to be worth a few more (in-game) coins than they should be. But besides that it’s a great game and I suggest that you check it out. 😁
US	5	2021-10-02	6.3.2	MDawn78	Fun!	Fun game to play with my kids.
US	5	2021-10-02	6.3.2	фарани	Драконамании	Очень крутая игра
US	5	2021-10-02	6.3.2	gvc. nng vvn	This is for my birthday too	Hello game creator of dragon mania legends. Could you please give me all the epic and rares I don’t have please with 900t food? Could you get me all of this on 29th of October?And remember this is part of my birthday
US	4	2021-09-29	6.3.2	pingpongdingdon	Cannot log into facebook	I want to log into facebook but it does not give me the option to do so.
US	5	2021-09-29	6.3.2	wilmaswest bunny	Fun	Funny fun
US	1	2021-09-28	6.3.2	sp257262	Could be neat but the adds are out of control	It’s got to be one add every minute and a half of gameplay. Deleting.
US	4	2021-09-28	6.3.2	hdountgirl	FOOD	You should definitely make having food easier
US	4	2021-09-26	6.3.2	hdjdodhdkskgdhsksjxbsn	Best game	I play this game for like 5 hours a day i love to breed new dragons and play around with the updates
US	2	2021-09-25	6.3.2	tkrenzert	Mixed bag	"I like the game but the ads are poorly executed.  Randomly popping in during game navigation without warning.  When you ask for an ad to get a reward that’s fine those work fairly well. But it’s obnoxious to be taken to a web browser then before you can stop it the App Store. Now I’m completely out of the game and have to go through multiple steps to get back.  

More than once I’ve considered uninstalling it because the ads are obnoxious. Obviously not there yet."
US	1	2021-09-25	6.3.2	fbnfe	Hate the game	It’s the worst game ever
US	5	2021-09-23	6.3.2	fish245	Dragon mania	It is pretty cool and I like it I’m am not Jennifer Strickland I am her kid and I am 9
US	5	2021-09-22	6.3.2	amanda beebe	Ares	Can you make a  Deadpool dragon or a Lamborghini dragon
US	5	2021-09-21	6.3.2	美しい太陽 hehe	Sooooooooopoo funnnnnnn	This game is amazing I've been playing it for a few days now and I'm so addicted
US	5	2021-09-21	6.3.2	daphne linford	I LOVE THIS GAME SO MUCH!!!!!!!!😍	This game is so cool I love how it has all those cool battles and dragons 🐉 and all I wanna say is whoever made this game Is awesome and a true Genius😁😁😁
US	5	2021-09-20	6.3.2	Harry Potter Pro 589	Updated	I highly recommend this game to anyone who can play about 5 minutes a day. I’ve withdrawn my old review because the crashes have been fixed. Great Job developers! 😁😍🙃
US	1	2021-09-19	6.3.2	parleata	I have a question about… HOW DO YOU GET A FREAKING DRAGON ON THE FERCHULALETY CAMERA?!	HOW DO I FIND NEW DRAGONS ON THE VerchuLATY CAMERA?!🤬🤔😡😠😤!
US	3	2021-09-19	6.3.2	all kk dcbyfc	Great game but….	Too many ads.
US	5	2021-09-18	6.3.2	hfufgfkfitsocc	I love this game make sure to download it	Soooo muchhhh funnnnn
US	1	2021-09-16	6.3.2	jsa yo u	Es muy malo	No me deja jugar y siempre me dice que los servidores no funcionan
US	4	2021-09-16	6.3.2	bart simmpsoooooooon	Amazing!	I think this game has a very good storyline to and I like how tough it is
US	5	2021-09-16	6.3.2	jfountai	Boring	I love it but sometimes it gets boring
US	5	2021-09-16	6.3.2	cool roblox lord	Like you said :/	Beuh
US	5	2021-09-15	6.3.2	4=5&=6*/7(;7(uhbfyeddtv	Amazing	This game is amazing it keeps me busy
US	5	2021-09-15	6.3.2	fggvjgfmhggfh	DragonML	Game is so fun I love the design of the dragon and it’s super calm it is a five star game
US	5	2021-09-14	6.3.2	Leslie 317537	Literally the best game EVER!!!	I am addicted to this game I bet my dragons miss me, sense I forgot that I had a tablet😅! I recommend this game for children, There is NO ads
US	5	2021-09-14	6.3.2	ash livy	Cute	The game is soooooooooooooooooo cute
US	1	2021-09-14	6.3.2	Kalhoonie	Has potential, but  won’t deliver	This could be a fun game, but it’s ruined by excessive ads, having to make in-app purchases to get anywhere in a reasonable amount of time, and all the clutter. There’s ads for in-app purchases everywhere and several different quests that are all very similar in concept that make the interface/landscape look and feel cluttered. I kept it for like a week but then deleted it. Wasn’t worth 10 mins of game play a day then having to wait hours for things to hatch or regenerate.
US	5	2021-09-13	6.3.2	🥳bomb	Why I love this	I love this because of all the different things to do
US	5	2021-09-12	6.3.2	parleata	BEST GAME EVER 🐉🐲	All users out there… get this game
US	4	2021-09-11	6.3.2	iamsannasbiggestfanever	Fun, Enjoyable for all genders! But one flaw..	This game is so fun! Generally I’d recommend it for ages 9+ it’s kid friendly and very addictive!
US	5	2021-09-11	6.3.2	Dragon_Luver	BEST GAME EVER	I downloaded this as a joke and now I love it this game! It barely has ads and is awesome if you love dragons!
US	5	2021-09-11	6.3.2	EDWARDYAKHOW	ITS SO CUTE	PRO
US	1	2021-09-10	6.3.2	Misinformed12	The Ads are horrendous!	The game would be awesome if I didn’t have an ad pop up from the Ap store ever 5 mins, in some cases more frequent. DO NOT DOWNLOAD THIS GAME unless you like ads. You spend more time trying to avoid them or letting them pass then you do playing the game. Again GET RID OF THE RANDOM AD POPUPS. it’s killing your game.
US	5	2021-09-09	6.3.2	Źöe & Novæ	Great Game!	For a long time I got bored for a ton of games, I thought it was for kids. Then I played this one, and it’s so fun!
US	5	2021-09-09	6.3.2	sunnyDlover22222	Thanks for the fun game	Ok so i love this game sooooo much but how do I get vip and can u give me free vip I will do anything please respond to this keep up the good afert
US	5	2021-09-07	6.3.2	1234 and76598	Mmm is a 2 star Review	I Mean is Not the Best Game iHaveEver Play
US	5	2021-09-05	6.3.2	Jaitlynn2638374737474747	I love this	I just started playing and it’s great I love it it’s amazing you should try it too
US	5	2021-09-05	6.3.2	Ｔｒａｖ	Decent.	"I don’t really know how to improve it anyways. 

I’d kill for a goose dragon though."
US	3	2021-09-05	6.3.2	&:83!;&(8	Way too many ads	Game play is interrupted constantly by ads. I get it, we need them for free games. But this is pretty rough. Otherwise, the game is fine. I only play because my small son enjoys doing it together.
US	5	2021-09-05	6.3.2	stcrumpy	Yes	Yes
US	5	2021-09-04	6.3.2	whattheheff	My childhood game ❤️ still play it lol	dragon mania legends were my FAVORITE game! i still love it. this brand is so good at what they do. this is such a fun game that combines collecting, fighting, and dragons! although i don’t like the idea of vip things in games, it’s alright. the dragons look so cool and you just want to keep collecting.
US	5	2021-09-03	6.3.2	Jim Detinta	Great game, still having some problems.	I’ve been playing for around 4 years now. This game is awesome, would definitely recommend, over 9.5/10. My only problem is, I can’t find the social button on IoS. Can anyone tell me where it is? I’ve tried looking in Options but i still can’t find it. If you can help, I would be delighted.
US	3	2021-09-03	6.3.2	mheejae	다시 부탁드립니다	"보석 서서 대결하는데 캐릭터 잘못 눌러서 다시 하는데 또 보석 써야한데요
이거조차 다시 해주세요*ㅠ.ㅠ*"
US	5	2021-09-01	6.3.1	Kitocatther	Fun game	Kinda reminds of another dragon farming game I played ^^
US	5	2021-08-31	6.3.1	layla ortiz	I’m Layla and this is the love letter	It’s amazing it calms my mind as I take care of my dragon’s I love unlocking stuff and training them i like this game and the rest of my family my dragons are cute and fun to play with I hope other people love this game like me love wins
US	5	2021-08-30	6.3.1	budlight/////	Yes I love it	Such a good game
US	5	2021-08-30	6.3.1	msDelanda	It is an amazing	🥳🥳
US	1	2021-08-28	6.3.0	Uruel34	Muchos anuncios	Muchos anuncios
US	3	2021-08-28	6.3.0	Madzilla123456789	YouTube	I saw a ad on YouTube for this game saying that you could scan things and turn them into dragons so I thought it was cool and download it but I didn’t see a button to scan something to make it a dragon but I don’t know if I just didn’t look hard enough
US	5	2021-08-27	6.3.0	chsppigdpodudgdhltd	Pls bring back empore dragon and the fool dragon	"Hi dml I would like to ask you something can you pls bring back the fool dragon and the empore dragon you may be asking why person why have you been asking me non stop for just two dragons? But why dml is because I don’t have them and I need them for the collection pls dml I really need them here’s what you could do to stop me annoying you about the dragons you could give the fool dragon and the empore dragon eggs as a gift so I can hatch them and if you gift me the eggs to me I won’t ask for a thing again 

Ps do we have a deal and I love the game"
US	5	2021-08-27	6.3.0	davidninjaking	Fix Dragpn mania legends	Dragon mania legends has a lot of bugs. I have not been able to play for about a day. Please fix it.
US	5	2021-08-27	6.3.0	desire2Bc00l rbx	The best!	This game has no problems for me what so ever! The dragons are cute, the price to buy things is reasonable and it’s fun! 100% should get this game.
US	5	2021-08-27	6.3.0	kikiruby30	dear Dragon Mania Legends	ILY
US	5	2021-08-27	6.3.0	cgdsjoon	A problem	There’s a video thing when I watch it
US	4	2021-08-26	6.3.0	jdjxyxbdb	Excessive ads	"I’m hit with ads every time I do something 
That happens and I love this game but
they won’t go away I’ve tried letting them load but they never do"
US	5	2021-08-25	6.3.0	chikaboomma	Great!	"I love the game! There are a lot of things to do, my favorite ones are battling and breeding, the other activities are good too! But some problems… 
1) ads sometimes pop up at random times which is terrible and annoying.
2) When I watch an ad for a reward, sometimes the game gets glitchy or I can’t close the ad! (Sometimes I lose the reward)
3)Some timers are way too long. For example, I bred a herophant dragon and the breeding time was 1 d 14h, ridiculous… the hatching timer was 2d! TOO MANY LONG TIMERS!
4) Earning enough collectors score to open the final lesson for my dragons is hard! Maybe it could be easier? Because I have to fight with dragons that have special effects that are too strong, so make it a little easier.
5) sometimes when I play battles I just stare at the screen and nothing happens when it’s my opponent’s turn! 
Thanks for reading I hope you fix mainly the first three problems! I still  💕/love your game!"
US	1	2021-08-25	6.3.0	cici123124563	RANDOM NON-CONSENSUAL ADS RUIN THE WHOLE GAME	I would give this game 5 stars because the game is amazing, but the random ads that pop up WITHOUT my consent AND absolutely no skip or exit button make me so frustrated, I want to delete the entire game.
US	4	2021-08-24	6.3.0	Shadow__I am a cat	Really fun but I have a problem	Ok, so this game is SUPER fun but sometimes when u want to speed up the construction/building of habitats it asks you for all the gems u have, but I sometimes need 4 energy points to battle bosses AND THATS JUST MEAN 😪
US	5	2021-08-22	6.3.0	BenQueefah	Coins and gems	the gems should cost coins but the same amount it will be a great update and you might get way more likes
US	5	2021-08-22	6.3.0	loranmuh	10/10	Best of the best and better
US	1	2021-08-21	6.3.0	Roria Catz	Let. Me. Reset	Wont let me reset the game. I want to start again from the beginning
US	2	2021-08-21	6.3.0	HarlieD	Lots of fun, but…	Love playing this game! Was having lots of fun for about a month, then ads started popping up constantly. There are plenty of chances to watch lots of ads during the game, so why are they forced on me at other times? If I could play in peace, I would happily give 5 stars, but since the ads have been forced on me, interrupting my momentum & gameplay, it’s not so fun anymore. I’m constantly shutting down the game to avoid the ads. I can’t play, you don’t deserve to get paid.
US	3	2021-08-21	6.3.0	PLZ READ IM SO FRUSTRATED	WHERE IS THE ENCHANTMENT LEAGUE	I can’t find the button anywhere, I’ve searched all over the game and it’s like it disappeared. I love the game of course but they keep changed buttons around and it’s getting very frustrating.
